term,Estimate,Std. Error,t value,p_value,adj.r.squared,lambda,lam_low,lam_up,class,ext,variable
log(high.age + 1),-0.01836229843884595,0.01318159606321604,-1.3930254235362995,0.16378184979198496,5.15087879589568e-4,0.42932905014532335,0.30719389247776213,0.5441046513821294,Reptiles,high,w.marginality
(Intercept),2.330971355808693,0.25096811328572527,9.287918394457147,0,8.932418753955782e-4,0.3533779257070823,0.2162844629098331,0.4874348255216289,Reptiles,low,w.specialization
log(low.age + 1),-0.04337883767478343,0.02674028326836906,-1.622228053436368,0.10492734583970308,8.932418753955782e-4,0.3533779257070823,0.2162844629098331,0.4874348255216289,Reptiles,low,w.specialization
(Intercept),2.319173573918328,0.25187394020671194,9.207675760402172,0,5.077955604412607e-4,0.35481187175172063,0.217722123160858,0.48866307210392734,Reptiles,int,w.specialization
log(int.age + 1),-0.0410211815019415,0.02954915238822248,-1.3882354716303629,0.1652348764269478,5.077955604412607e-4,0.35481187175172063,0.217722123160858,0.48866307210392734,Reptiles,int,w.specialization
(Intercept),2.308505043292273,0.25276200892498324,9.133117168638304,0,2.0570965467491857e-4,0.3559993355040988,0.2190030741690835,0.4896313670178189,Reptiles,high,w.specialization
log(high.age + 1),-0.0393561232627635,0.03355694615160289,-1.172815997169743,0.24102274216149455,2.0570965467491857e-4,0.3559993355040988,0.2190030741690835,0.4896313670178189,Reptiles,high,w.specialization
(Intercept),1.3061596670007964,0.09164829327056924,14.25187115208658,0,0.00323095683130136,0.3825272084020399,0.26606518518324823,0.4975430995291038,Reptiles,low,w.marginality
log(low.age + 1),-0.02730907915689437,0.01038464922908132,-2.6297546074466944,0.0086164852688948,0.00323095683130136,0.3825272084020399,0.26606518518324823,0.4975430995291038,Reptiles,low,w.marginality
(Intercept),1.3024804259606484,0.09177855646488706,14.191554935372682,0,0.00275114471382589,0.3830858238417684,0.26653520567220457,0.4981352585412243,Reptiles,int,w.marginality
log(int.age + 1),-0.02823276826116748,0.01149280323054721,-2.456560657553625,0.01411999546063325,0.00275114471382589,0.3830858238417684,0.26653520567220457,0.4981352585412243,Reptiles,int,w.marginality
(Intercept),1.2985391819151233,0.09203789938252029,14.108744230659184,0,0.00220321195887256,0.3839652024419755,0.2673062523874233,0.49901400016622666,Reptiles,high,w.marginality
log(high.age + 1),-0.02910713360829405,0.01297856459551585,-2.242708228177304,0.02503531588497454,0.00220321195887256,0.3839652024419755,0.2673062523874233,0.49901400016622666,Reptiles,high,w.marginality
(Intercept),2.288498415059316,0.23019118672644592,9.941729080092523,0,1.3911073010329606e-4,0.3727997449421976,0.24151386098868108,0.4992393975745624,Reptiles,low,w.specialization
log(low.age + 1),-0.0296715077426967,0.02649756803950985,-1.1197823022269164,0.2629539704324233,1.3911073010329606e-4,0.3727997449421976,0.24151386098868108,0.4992393975745624,Reptiles,low,w.specialization
(Intercept),2.2869386476772364,0.23054285261849863,9.919798517725695,0,9.982008993640755e-5,0.3735039176828376,0.2423514912406687,0.4997540398034432,Reptiles,int,w.specialization
log(int.age + 1),-0.03188506916948817,0.02932538687508492,-1.0872855422268262,0.27705429071619503,9.982008993640755e-5,0.3735039176828376,0.2423514912406687,0.4997540398034432,Reptiles,int,w.specialization
(Intercept),2.288628599932532,0.2309603822993743,9.909182592908849,0,1.111591416190655e-4,0.37390401946571944,0.24288317353943512,0.500013061418535,Reptiles,high,w.specialization
log(high.age + 1),-0.03631659804858887,0.03311254530909518,-1.096762502235478,0.27289000106493755,1.111591416190655e-4,0.37390401946571944,0.24288317353943512,0.500013061418535,Reptiles,high,w.specialization
(Intercept),1.3006950845241283,0.10045180677259875,12.9484488762718,0,0.00197472999247773,0.3884694560286493,0.2722003708709233,0.5020895151154767,Reptiles,low,w.marginality
log(low.age + 1),-0.02214419378995995,0.01031244628756671,-2.1473269457566317,0.0318987047447159,0.00197472999247773,0.3884694560286493,0.2722003708709233,0.5020895151154767,Reptiles,low,w.marginality
(Intercept),1.2947906079765286,0.1007044164549079,12.857336883097805,0,0.00134783761891894,0.3895293147704739,0.2731748952445872,0.5031371637315247,Reptiles,int,w.marginality
log(int.age + 1),-0.02120909833136228,0.01139693871905302,-1.860946948491143,0.06291246126462147,0.00134783761891894,0.3895293147704739,0.2731748952445872,0.5031371637315247,Reptiles,int,w.marginality
(Intercept),1.2887592962855885,0.10101132086280236,12.75856295390923,0,7.804963297155668e-4,0.3906140001936621,0.274201498873486,0.5041830579240443,Reptiles,high,w.marginality
log(high.age + 1),-0.02006188883462277,0.01288159176367945,-1.5574075939270695,0.11954722458291966,7.804963297155668e-4,0.3906140001936621,0.274201498873486,0.5041830579240443,Reptiles,high,w.marginality
(Intercept),2.428412992621731,0.2356663912402027,10.304451898474458,0,0.00629200003064972,0.34242606900793926,0.2186843133473908,0.46542381050086257,Reptiles,low,w.specialization
log(low.age + 1),-0.09255157612287462,0.02611950522865317,-3.5433893296472276,4.0496075670426457e-4,0.00629200003064972,0.34242606900793926,0.2186843133473908,0.46542381050086257,Reptiles,low,w.specialization
(Intercept),2.42542217732765,0.23625020061676885,10.266328540656044,0,0.00592634151686784,0.34332712052187464,0.21953724007346767,0.4662213079806451,Reptiles,int,w.specialization
log(int.age + 1),-0.09957812288292506,0.02889048025438051,-3.446745156402395,5.802517980226796e-4,0.00592634151686784,0.34332712052187464,0.21953724007346767,0.4662213079806451,Reptiles,int,w.specialization
(Intercept),2.424571482237875,0.23682808029077904,10.23768583210644,0,0.00559651164994611,0.34390363685060876,0.22014136339263457,0.4666924637233688,Reptiles,high,w.specialization
log(high.age + 1),-0.10971046805974502,0.03267868745096969,-3.3572483051637843,8.034020472877934e-4,0.00559651164994611,0.34390363685060876,0.22014136339263457,0.4666924637233688,Reptiles,high,w.specialization
(Intercept),1.2812272200297663,0.11156663147835132,11.48396436329064,0,8.281748540006151e-5,0.4499602508510531,0.3273181353516016,0.562450639493353,Reptiles,low,w.marginality
log(low.age + 1),-0.01134750483866943,0.01057629564069112,-1.0729186497974923,0.28344954341341566,8.281748540006151e-5,0.4499602508510531,0.3273181353516016,0.562450639493353,Reptiles,low,w.marginality
(Intercept),1.2738474050813569,0.11181828142358652,11.392121117081096,0,-2.3923719643083595e-4,0.4511151702320602,0.32851331602968614,0.563468300049466,Reptiles,int,w.marginality
log(int.age + 1),-0.00877888042217055,0.01169481900837239,-0.7506640689253672,0.4529516775525013,-2.3923719643083595e-4,0.4511151702320602,0.32851331602968614,0.563468300049466,Reptiles,int,w.marginality
(Intercept),1.2670030238523244,0.1120710820406608,11.305351931844823,0,-4.373547264438141e-4,0.45196621604457954,0.32940715234411483,0.5642087834024047,Reptiles,high,w.marginality
log(high.age + 1),-0.00593396054051918,0.01319712276842196,-0.44964047426443166,0.6530231248459284,-4.373547264438141e-4,0.45196621604457954,0.32940715234411483,0.5642087834024047,Reptiles,high,w.marginality
(Intercept),2.316430475035354,0.23692711956236104,9.776974790028849,0,6.871668057478634e-4,0.341691648608822,0.20730270913138177,0.47264339944701544,Reptiles,low,w.specialization
log(low.age + 1),-0.04022165804424375,0.02678504024351383,-1.5016463547775958,0.13336155209956235,6.871668057478634e-4,0.341691648608822,0.20730270913138177,0.47264339944701544,Reptiles,low,w.specialization
(Intercept),2.3030330496040525,0.23829389655689165,9.664674936624795,0,3.080978948329814e-4,0.3442808086292291,0.21002597539449333,0.474776688834838,Reptiles,int,w.specialization
log(int.age + 1),-0.03710845027354328,0.0296872167088388,-1.2499807791848316,0.21146691855442912,3.080978948329814e-4,0.3442808086292291,0.21002597539449333,0.474776688834838,Reptiles,int,w.specialization
(Intercept),2.2920284213589324,0.23955262678781708,9.56795361458962,0,3.982824377647613e-5,0.346292603182574,0.2122380680050679,0.4763868494199217,Reptiles,high,w.specialization
log(high.age + 1),-0.03476269830686997,0.03356421363670248,-1.0357072173100743,0.3004760427321149,3.982824377647613e-5,0.346292603182574,0.2122380680050679,0.4763868494199217,Reptiles,high,w.specialization
(Intercept),1.3064308272006038,0.104850329795081,12.4599591603945,0,0.00203735789826473,0.4319534886457165,0.30497521040450726,0.5516088958174411,Reptiles,low,w.marginality
log(low.age + 1),-0.02267523386920248,0.01043074997663826,-2.173883366008021,0.02984211941033732,0.00203735789826473,0.4319534886457165,0.30497521040450726,0.5516088958174411,Reptiles,low,w.marginality
(Intercept),1.302850041628001,0.104969109559927,12.41174710436314,0,0.0016692406058354,0.4325088300309763,0.3054767415871601,0.5521591440250242,Reptiles,int,w.marginality
log(int.age + 1),-0.02321147675761657,0.01153180038801538,-2.0128233213037117,0.04427992120298008,0.0016692406058354,0.4325088300309763,0.3054767415871601,0.5521591440250242,Reptiles,int,w.marginality
(Intercept),1.2994806063300834,0.105206437790466,12.351721373916195,0,0.00128113880971327,0.43322240496672143,0.3062027837838804,0.5527983849101411,Reptiles,high,w.marginality
log(high.age + 1),-0.02387902818213995,0.0130639156764326,-1.82786147534754,0.067733620092987,0.00128113880971327,0.43322240496672143,0.3062027837838804,0.5527983849101411,Reptiles,high,w.marginality
(Intercept),2.4065472187883894,0.24574818607892637,9.792736447769688,0,0.00408497095302757,0.38189092449540907,0.24521443698480969,0.51022338748957,Reptiles,low,w.specialization
log(low.age + 1),-0.07709244503171798,0.02646483834966463,-2.913014015545457,0.00362313343937414,0.00408497095302757,0.38189092449540907,0.24521443698480969,0.51022338748957,Reptiles,low,w.specialization
(Intercept),2.4018878387345763,0.2462841407962376,9.752507128430045,0,0.00377450443827965,0.38288888360315027,0.24628438189114635,0.5110642626209014,Reptiles,int,w.specialization
log(int.age + 1),-0.08239555081650866,0.02928802644672109,-2.8132844992610675,0.00495638489219896,0.00377450443827965,0.38288888360315027,0.24628438189114635,0.5110642626209014,Reptiles,int,w.specialization
(Intercept),2.3984346530766265,0.24705425612141943,9.708129261686835,0,0.00340886797963189,0.3838919252356712,0.2474349298467658,0.5118768298427321,Reptiles,high,w.specialization
log(high.age + 1),-0.08937165249292374,0.03320906296866906,-2.6911826020879004,0.0071849424741246,0.00340886797963189,0.3838919252356712,0.2474349298467658,0.5118768298427321,Reptiles,high,w.specialization
(Intercept),1.2820395245707266,0.09740288290320308,13.16223387191517,0,5.535802572057508e-4,0.4105059860414225,0.28773097983457124,0.5275959883683355,Reptiles,low,w.marginality
log(low.age + 1),-0.01449940467703662,0.01022494615497963,-1.4180421546743596,0.1563492734384211,5.535802572057508e-4,0.4105059860414225,0.28773097983457124,0.5275959883683355,Reptiles,low,w.marginality
(Intercept),1.2786410486573154,0.09749839483316168,13.11448307272457,0,3.30761303153069e-4,0.41114423508780423,0.28833538232127853,0.5281916859117671,Reptiles,int,w.marginality
log(int.age + 1),-0.01423952846520841,0.01124385429143159,-1.2664276942880417,0.20552170368207137,3.30761303153069e-4,0.41114423508780423,0.28833538232127853,0.5281916859117671,Reptiles,int,w.marginality
(Intercept),1.2772022227710058,0.09763110181202392,13.081919583680348,0,2.208364311760191e-4,0.4115404619843306,0.2887390797013399,0.5285440178532803,Reptiles,high,w.marginality
log(high.age + 1),-0.01498371589227876,0.01264948420685476,-1.1845317680351797,0.2363569513132211,2.208364311760191e-4,0.4115404619843306,0.2887390797013399,0.5285440178532803,Reptiles,high,w.marginality
(Intercept),2.390245220525361,0.23287990692415145,10.263853383039436,0,0.00389072596371065,0.37348173045285066,0.2378408551907491,0.5026981084700176,Reptiles,low,w.specialization
log(low.age + 1),-0.07403468940174139,0.02596779962414026,-2.8510189724707,0.00440696041152621,0.00389072596371065,0.37348173045285066,0.2378408551907491,0.5026981084700176,Reptiles,low,w.specialization
(Intercept),2.383718813708104,0.23341210038447496,10.212490311263457,0,0.00353018565258979,0.3747042795150672,0.2391692884006824,0.5036767494912785,Reptiles,int,w.specialization
log(int.age + 1),-0.07809063373382576,0.02858064530107447,-2.7322907831927083,0.00635021900887888,0.00353018565258979,0.3747042795150672,0.2391692884006824,0.5036767494912785,Reptiles,int,w.specialization
(Intercept),2.37967189231786,0.2338910310391199,10.17427595126486,0,0.00319834896759531,0.3752945073413714,0.23984652914267965,0.5041352809006697,Reptiles,high,w.specialization
log(high.age + 1),-0.08425506023857685,0.03217878191324817,-2.618342125743691,0.00890895156401505,0.00319834896759531,0.3752945073413714,0.23984652914267965,0.5041352809006697,Reptiles,high,w.specialization
(Intercept),1.2812272200297663,0.11156663147835132,11.48396436329064,0,8.281748540006151e-5,0.4499602508510531,0.3273181353516016,0.562450639493353,Reptiles,low,w.marginality
log(low.age + 1),-0.01134750483866943,0.01057629564069112,-1.0729186497974923,0.28344954341341566,8.281748540006151e-5,0.4499602508510531,0.3273181353516016,0.562450639493353,Reptiles,low,w.marginality
(Intercept),1.2738474050813569,0.11181828142358652,11.392121117081096,0,-2.3923719643083595e-4,0.4511151702320602,0.32851331602968614,0.563468300049466,Reptiles,int,w.marginality
log(int.age + 1),-0.00877888042217055,0.01169481900837239,-0.7506640689253672,0.4529516775525013,-2.3923719643083595e-4,0.4511151702320602,0.32851331602968614,0.563468300049466,Reptiles,int,w.marginality
(Intercept),1.2670030238523244,0.1120710820406608,11.305351931844823,0,-4.373547264438141e-4,0.45196621604457954,0.32940715234411483,0.5642087834024047,Reptiles,high,w.marginality
log(high.age + 1),-0.00593396054051918,0.01319712276842196,-0.44964047426443166,0.6530231248459284,-4.373547264438141e-4,0.45196621604457954,0.32940715234411483,0.5642087834024047,Reptiles,high,w.marginality
(Intercept),2.316430475035354,0.23692711956236104,9.776974790028849,0,6.871668057478634e-4,0.341691648608822,0.20730270913138177,0.47264339944701544,Reptiles,low,w.specialization
log(low.age + 1),-0.04022165804424375,0.02678504024351383,-1.5016463547775958,0.13336155209956235,6.871668057478634e-4,0.341691648608822,0.20730270913138177,0.47264339944701544,Reptiles,low,w.specialization
(Intercept),2.3030330496040525,0.23829389655689165,9.664674936624795,0,3.080978948329814e-4,0.3442808086292291,0.21002597539449333,0.474776688834838,Reptiles,int,w.specialization
log(int.age + 1),-0.03710845027354328,0.0296872167088388,-1.2499807791848316,0.21146691855442912,3.080978948329814e-4,0.3442808086292291,0.21002597539449333,0.474776688834838,Reptiles,int,w.specialization
(Intercept),2.2920284213589324,0.23955262678781708,9.56795361458962,0,3.982824377647613e-5,0.346292603182574,0.2122380680050679,0.4763868494199217,Reptiles,high,w.specialization
log(high.age + 1),-0.03476269830686997,0.03356421363670248,-1.0357072173100743,0.3004760427321149,3.982824377647613e-5,0.346292603182574,0.2122380680050679,0.4763868494199217,Reptiles,high,w.specialization
(Intercept),1.2952868073414827,0.0890065128208962,14.552719416700777,0,0.0015390067120529,0.39147663912139147,0.27197839463823015,0.508741951887914,Reptiles,low,w.marginality
log(low.age + 1),-0.02012960052758818,0.01030862672328251,-1.95269467679187,0.05100854435625979,0.0015390067120529,0.39147663912139147,0.27197839463823015,0.508741951887914,Reptiles,low,w.marginality
(Intercept),1.2911788396268344,0.0892093415838202,14.473583334472384,0,0.00110244863439271,0.3921491613060927,0.2725683443027127,0.5094148951276897,Reptiles,int,w.marginality
log(int.age + 1),-0.01991229184866453,0.01146927556051533,-1.7361420731066504,0.08270757273506812,0.00110244863439271,0.3921491613060927,0.2725683443027127,0.5094148951276897,Reptiles,int,w.marginality
